"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL"
"220951_s_at",-0.1004,6.5334,-0.753305992334868,0.467988621215166,0.685433840314024,-6.66745772094528,"A1CF"
"217757_at",-1.989,11.7969,-15.0188171826414,2.21134168617184e-08,2.36402613419336e-05,9.83444705252439,"A2M"
"219488_at",0.357000000000002,6.5953,4.66245935566126,0.000803916956027303,0.0102363894463751,-0.640713483597772,"A4GALT"
"221131_at",-0.1136,6.7016,-1.21877932116646,0.249870697651747,0.478462555278325,-6.21366862474154,"A4GNT"
"218075_at",0.185399999999997,7.9505,2.30095810180154,0.0432569327726258,0.153291067584672,-4.64738924450419,"AAAS"
"218434_s_at",0.586800000000002,7.3184,2.51674378500553,0.0297572219060159,0.119130466354968,-4.28680512633794,"AACS"
"205969_at",0.2052,6.6858,0.756192735698552,0.466329405489311,0.684370664338314,-6.66521417728647,"AADAC"
"202852_s_at",0.5606,6.6453,3.34141921230288,0.00709386901295459,0.0448170422102089,-2.8643380121902,"AAGAB"
"214956_at",-0.154000000000001,5.0748,-1.207512430735,0.25399803531436,0.482921349906986,-6.22666338810697,"AAK1"
"221599_at",-0.556599999999999,6.8949,-5.09027470257335,0.00041729270983157,0.00672831653630743,0.0352368737568334,"AAMDC"
"201511_at",0.237399999999996,8.1433,1.69749405318235,0.119301857596549,0.302777033124117,-5.58731645430346,"AAMP"
"207225_at",0.0212000000000012,5.2334,0.225185584831192,0.826201376541435,0.918720758195159,-6.94011112938032,"AANAT"
"218089_at",-0.1052,8.2034,-0.987268239674042,0.345939236218842,0.577550310981079,-6.46158472959642,"AAR2"
"201000_at",0.332599999999998,9.1605,2.76207562121557,0.0194002138679974,0.0889312827855556,-3.8681465774309,"AARS"
"222064_s_at",0.0497999999999985,6.3109,0.45186392865225,0.660651630357552,0.823741389907455,-6.85774004052433,"AARSD1 /// PTGES3L /// PTGES3L-AARSD1"
"202170_s_at",0.534400000000002,5.829,3.05971961471443,0.0115483965038353,0.0623837380108999,-3.35339536181318,"AASDHPPT"
"214829_at",-0.0779999999999994,4.222,-1.03736586298465,0.323099881996117,0.555184659972198,-6.41146560431711,"AASS"
"209165_at",0.0993999999999957,8.0075,0.921701995840627,0.377584827816593,0.608214046604403,-6.52405781190819,"AATF"
"205986_at",-0.242999999999996,7.8011,-3.13347402463004,0.0101603542357732,0.0570141459168307,-3.22534224150801,"AATK"
"209459_s_at",-0.485799999999999,3.8321,-3.51777455328814,0.00524436472851864,0.0362357144947538,-2.5590614814474,"ABAT"
"216066_at",0.0674000000000001,6.0199,0.789638721235691,0.447380765190832,0.66802825107199,-6.6386631518839,"ABCA1"
"220159_at",-0.0867999999999993,4.7498,-0.819000786467457,0.431166462075554,0.654162339104622,-6.61451677506214,"ABCA11P"
"215465_at",0.371600000000001,4.2316,3.36986504585827,0.00675530462635081,0.0433090581558697,-2.81501716093155,"ABCA12"
"212772_s_at",-0.1788,6.4096,-1.12108935628488,0.287486772787538,0.518284495378182,-6.32326896229622,"ABCA2"
"204343_at",-2.2196,9.1074,-5.91123434028675,0.000127536923688912,0.00319674383640047,1.2588023826932,"ABCA3"
"210082_at",0.1962,6.1153,1.68045229548429,0.122636200641827,0.307781825033178,-5.61179973394577,"ABCA4"
"213353_at",0.1934,6.2023,1.09541997693165,0.298069188332179,0.529106645710663,-6.35088721725094,"ABCA5"
"217504_at",-0.393199999999999,4.8884,-3.62989164678641,0.00433448087776013,0.0317610119694603,-2.36578891450588,"ABCA6"
"219577_s_at",-0.178599999999999,6.5805,-1.39180809081286,0.193049345592966,0.410351861857107,-6.00321269204563,"ABCA7"
