"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL"
"36512_at",-0.00705411357622676,7.77547822815262,-0.00959260787977478,0.992396353754916,0.998466905626811,-6.37361726476671,"AADAC"
"40628_at",1.12434214831751,5.57392905815875,3.81425707695707,0.000486396956808785,0.013137993717464,-0.26211889664013,"AAK1"
"38434_at",-0.155108735278381,9.21655425446201,-0.637386007872889,0.527683575435625,0.787711536364151,-6.17225148547874,"AAMP"
"36332_at",-0.0395482145172359,9.10869389529606,-0.176893920076005,0.860528291164577,0.955056020118262,-6.3580714840903,"AANAT"
"36185_at",0.458045217829433,10.9516998055507,2.5422464735193,0.0151983094330204,0.116843357842273,-3.40466027511956,"AARS"
"35761_at",0.62309869771819,9.53946314194321,2.80719227176195,0.00783321650162828,0.0772567731135105,-2.81315519687261,"AASDHPPT"
"35870_at",-0.302799969973411,5.75368083687527,-0.64511916939517,0.522714166514215,0.784009021894357,-6.16736189980354,"AASS"
"32117_at",0.0752981928576979,10.2635811927683,0.377021899076473,0.708248202393419,0.885503532991435,-6.30294169079585,"AATF"
"34907_at",-0.862133117509622,8.6154069972813,-3.32944865149622,0.00193899168767019,0.0322065256433876,-1.54234700065426,"AATK"
"33445_at",0.325472060140055,5.07052348614137,1.04236998801827,0.303806368664565,0.616004939733922,-5.83983639583967,"ABAT"
"31999_at",0.84975666812535,6.05244667792326,2.62175086424276,0.0125013806844514,0.10321421706645,-3.23133833293715,"ABCA1"
"31754_at",0.896296691712339,5.21898581767899,2.44061198413037,0.0194191214677298,0.136070531105206,-3.62074051017828,"ABCA12"
"31725_s_at",-0.141344816391842,4.40700399665189,-1.13446766297754,0.263682469229241,0.577662220451958,-5.74300312886605,"ABCA2"
"35183_at",-1.55561231466554,10.7697009621671,-2.89509195441656,0.00624186165474777,0.0665886663744007,-2.60847087864454,"ABCA3"
"40963_at",0.846658788233735,5.80198113397408,1.61676574290087,0.114176070333152,0.377362096046008,-5.11461571693388,"ABCA4"
"38574_at",0.264020510435291,6.22292063482949,0.884545461839221,0.381947470630216,0.68516065743623,-5.98770193100184,"ABCA5"
"35390_at",-1.64271218719417,6.14501212450375,-4.27994103641956,0.000121469857386807,0.00496882705589735,1.03539931635802,"ABCA6"
"35717_at",-2.54402495140394,7.08905672728446,-6.44990258542397,1.35887532185422e-07,4.74229314077135e-05,7.45791200753306,"ABCA8"
"1575_at",-0.868802748387526,7.11171833453426,-2.05586603537493,0.0466909103673906,0.230985434504647,-4.37871548952066,"ABCB1"
"1576_g_at",-0.392007536724369,5.08274281997702,-1.29533975177986,0.202993293290533,0.509647770448148,-5.55565290970048,"ABCB1 /// ABCB4"
"35458_r_at",0.377030189358551,5.41280245551852,1.14885128522491,0.257775491951868,0.571378153255029,-5.72718850829217,"ABCB10"
"31398_at",-0.529564495336746,5.12022291482893,-1.56277902187401,0.126369690976815,0.398431365519743,-5.19470836582892,"ABCB11"
"33978_at",-0.0294981877369676,5.71285070842614,-0.0699621521227423,0.944589539714673,0.984847889071446,-6.37122337363706,"ABCB4"
"39564_s_at",0.716211890038274,6.41622545390883,2.01284983228512,0.0512331245098057,0.243029418561386,-4.4571717417068,"ABCB6"
"41681_at",0.124356434257598,7.54173844108649,0.502108197850439,0.618479671669054,0.839449585002774,-6.24841507900489,"ABCB7"
"37496_at",-0.236514184557692,5.9575748945171,-0.798596701796459,0.429472117493568,0.720687161467962,-6.0584580365734,"ABCB8"
"40294_at",0.374728877231644,8.03152016965959,2.008604163926,0.0517016418200563,0.244323319992747,-4.4648433428246,"ABCB9"
"34384_at",0.697691562092943,7.92921947943746,2.34818319084611,0.0241541405282572,0.156542189565593,-3.8117062717808,"ABCC1"
"36732_at",0.833177006438545,9.95923551554452,3.52532724728927,0.00111876968889171,0.0220930710193521,-1.03523406834122,"ABCC10"
"33721_at",0.954854049431114,5.36689789425887,1.91621570070806,0.0628589857666494,0.273278247644588,-4.62853198083891,"ABCC2"
