"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL"
"229819_at",0.209610623188397,5.95715835164835,2.67384861464695,0.00888500842522666,0.0200589576203348,-3.97439803489213,"A1BG"
"232462_s_at",-0.0503298599033881,3.99343208791209,-0.9891137772743,0.32522334910524,0.439203344670479,-6.95129354880249,"A1BG-AS1"
"241547_at",-0.0276733671497627,3.16208615384615,-0.952059935342235,0.343581949960297,0.458660134142618,-6.98715747606944,"A1CF"
"217757_at",-1.82372806763286,12.1585665934066,-12.190582116376,7.45795670600918e-21,3.2568992244493e-19,36.8818589785903,"A2M"
"1564139_at",-0.803386231884062,4.42298934065934,-8.67550097391365,1.47857232811587e-13,1.91793456796525e-12,20.1728488956517,"A2M-AS1"
"1564307_a_at",1.52142595169082,4.22103868131868,5.21875549172702,1.12257953075374e-06,5.16076985150598e-06,4.5591870613763,"A2ML1"
"236394_at",-0.126657425120778,3.65035692307692,-2.93305620484457,0.00424372049425632,0.0103227486385769,-3.30059807615285,"A2MP1"
"219488_at",0.38313887439613,5.54589637362637,4.97174085117876,3.09557269903204e-06,1.32714214161042e-05,3.57301904166255,"A4GALT"
"221131_at",-0.110243497584545,3.82025340659341,-3.31389200520857,0.00132060297646677,0.00356915312596742,-2.21858816035515,"A4GNT"
"241552_at",0.0639200241545836,4.21637010989011,1.32934514128957,0.18704851547317,0.28140657045555,-6.5598160727401,"AA06"
"218075_at",0.375451048309168,7.35410021978022,6.39197891900108,6.82467333538559e-09,4.40178146292565e-08,9.55542825308026,"AAAS"
"218434_s_at",1.10455580676328,7.74546978021978,10.5518908201831,1.7515019791028e-17,4.35288048670208e-16,29.1568735105215,"AACS"
"1570020_at",-0.0360150966183608,3.26341901098901,-0.87864185799373,0.381903575712266,0.498092018188075,-7.05424918379102,"AACSP1"
"205969_at",-0.773740801932375,6.80243516483517,-2.79298910962788,0.00636287393986855,0.0148951075810204,-3.67120685658013,"AADAC"
"240420_at",0.462872333333329,3.55457208791209,2.61571891980271,0.0104193637573286,0.023121954437533,-4.11823149113244,"AADACL2"
"1569582_at",0.469347236714974,3.79605956043956,3.28208465513036,0.00146108615429296,0.00391784627199449,-2.31298495377296,"AADACP1"
"223593_at",-0.147310367149761,4.57185230769231,-1.49124554687801,0.139346441783571,0.22057168884852,-6.33470398737192,"AADAT"
"227534_at",-0.926300328502418,8.17985538461538,-8.64086180820987,1.74685156388047e-13,2.24094578261766e-12,20.0074232194492,"AAED1"
"202852_s_at",0.724692492753616,7.95411340659341,8.30828484977861,8.63422230579921e-13,1.00271050248422e-11,18.4227581116277,"AAGAB"
"225522_at",0.3989257584541,8.28068989010989,4.82448284380943,5.60020033282848e-06,2.30045795039367e-05,2.99812282764664,"AAK1"
"221599_at",-0.828254826086967,7.24730373626374,-8.41158881460603,5.25951526022513e-13,6.29242881515993e-12,18.9142049990858,"AAMDC"
"201511_at",0.372212323671487,8.4165243956044,6.22772046609864,1.42830225141193e-08,8.79320184618258e-08,8.8294953954251,"AAMP"
"207225_at",-0.011632473429954,3.69691362637363,-0.252857323004578,0.80094728761555,0.861161664248804,-7.40933025196723,"AANAT"
"218089_at",-0.115703062801947,8.13992362637363,-1.90919806838654,0.0593791364450068,0.107058673870758,-5.64109629406309,"AAR2"
"201000_at",0.739391140096609,8.99281571428571,10.4163725014183,3.35531787379412e-17,7.88024075385282e-16,28.5102010808567,"AARS"
"231845_at",0.33292696135265,6.40664252747253,3.51313194796972,0.000691065768498563,0.00197585190114857,-1.61125602842114,"AARS2"
"222064_s_at",0.442764458937187,6.73210989010989,6.53432785193285,3.57974147657833e-09,2.42188116288596e-08,10.1902907543663,"AARSD1 /// PTGES3L /// PTGES3L-AARSD1"
"228041_at",0.114250178743958,6.08757461538462,1.2416829137023,0.217536118606026,0.317939193370165,-6.67132928805902,"AASDH"
"202170_s_at",0.536593681159415,7.55651582417582,5.49655091017255,3.48962497339546e-07,1.73892859479035e-06,5.69855498252578,"AASDHPPT"
"214829_at",-0.425149043478267,4.95708549450549,-3.57793844836103,0.000556879609787846,0.00161911154826644,-1.40787741055276,"AASS"
"209165_at",0.585984835748784,8.54505967032967,7.90156403995373,6.03322870642451e-12,6.16091286415054e-11,16.4966154748421,"AATF"
"205986_at",-0.48465612560387,7.79756076923077,-7.58976321800766,2.65032649104343e-11,2.45729355431236e-10,15.0319440107974,"AATK"
"232478_at",-0.116422289855082,4.97927450549451,-1.32375335709724,0.188892128758285,0.283587158544106,-6.56714798066775,"AB074162 /// MIR181A2HG"
"231086_at",-0.215266536231892,5.53657461538462,-2.96309352202955,0.00388392046683629,0.00953454344128385,-3.21916300554223,"AB488780"
"206527_at",0.239424004830914,4.1988932967033,2.99266239436559,0.00355743365406368,0.00879823969945863,-3.13833091460874,"ABAT"
"203505_at",-0.2353497536232,7.99769065934066,-1.91046066252494,0.0592143617193197,0.106796807752064,-5.6387604481962,"ABCA1"
"220159_at",-0.228136541062806,4.72659912087912,-3.15211072084836,0.00219361446763854,0.00566403168916824,-2.69120280080535,"ABCA11P"
"215465_at",0.930717285024148,3.64216736263736,6.49739887549795,4.23394296286694e-09,2.83307834407967e-08,10.0250982639464,"ABCA12"
"1553605_a_at",1.40843942028985,3.98341505494506,6.11606847388736,2.35032298984392e-08,1.39845368886404e-07,8.34037780000443,"ABCA13"
"231164_at",0.355210719806756,3.94722395604396,2.68808074422186,0.0085420511650155,0.0193710762110005,-3.93877083162908,"ABCA17P"
